====== Params Pre-analysis =======
args:  Namespace(audio_feature='chinese-hubert-large-UTT', batch_size=32, contrastive_temperature=0.07, contrastive_weight=0.1, cross_kl_weight=0.01, dataset='MER2023', debug=False, dropout=0.35, e2e_dim=None, e2e_name=None, early_stopping_patience=30, epochs=100, feat_scale=1, feat_type='utt', focal_gamma=2.0, fusion_temperature=1.0, gate_alpha=0.5, gpu=0, grad_clip=1.0, hidden_dim=128, hyper_path=None, kl_warmup_epochs=20, kl_weight=0.01, l2=5e-05, label_smoothing=0.1, lr=0.0005, lr_adjust='case1', lr_factor=0.5, lr_patience=10, mixup_alpha=0.4, modality_dropout=0.15, modality_dropout_warmup=20, model='attention_robust_v6', n_classes=None, num_attention_heads=4, num_workers=0, print_iters=100000000.0, recon_weight=0.1, save_iters=100000000.0, save_root='/root/autodl-tmp/MERTools-master/MERBench/attention_robust_v6/outputs/results-trimodal', savemodel=False, test_dataset=None, text_feature='Baichuan-13B-Base-UTT', train_dataset=None, use_contrastive=True, use_dynamic_kl=True, use_gated_fusion=True, use_mixup=False, use_modality_dropout=True, use_proxy_attention=True, use_vae=True, video_feature='clip-vit-large-patch14-UTT')
====== Reading Data =======
train: sample number 3373
audio feature root: /root/autodl-tmp/MERTools-master/MERBench/dataset/mer2023-dataset-process/features/chinese-hubert-large-UTT
  0%|          | 0/3373 [00:00<?, ?it/s] 36%|███▌      | 1209/3373 [00:00<00:00, 12069.47it/s] 72%|███████▏  | 2433/3373 [00:00<00:00, 12126.84it/s]100%|██████████| 3373/3373 [00:00<00:00, 12012.30it/s]
Input feature chinese-hubert-large-UTT ===> dim is (1, 1024)
  0%|          | 0/3373 [00:00<?, ?it/s] 30%|██▉       | 998/3373 [00:00<00:00, 9960.30it/s] 59%|█████▉    | 1995/3373 [00:00<00:00, 8684.25it/s] 86%|████████▌ | 2892/3373 [00:00<00:00, 8790.60it/s]100%|██████████| 3373/3373 [00:00<00:00, 8710.67it/s]
Input feature Baichuan-13B-Base-UTT ===> dim is (1, 5120)
  0%|          | 0/3373 [00:00<?, ?it/s] 47%|████▋     | 1587/3373 [00:00<00:00, 15859.31it/s] 94%|█████████▍| 3173/3373 [00:00<00:00, 14580.70it/s]100%|██████████| 3373/3373 [00:00<00:00, 14952.95it/s]
Input feature clip-vit-large-patch14-UTT ===> dim is (1, 768)
test1: sample number 411
audio feature root: /root/autodl-tmp/MERTools-master/MERBench/dataset/mer2023-dataset-process/features/chinese-hubert-large-UTT
  0%|          | 0/411 [00:00<?, ?it/s]100%|██████████| 411/411 [00:00<00:00, 8663.30it/s]
Input feature chinese-hubert-large-UTT ===> dim is (1, 1024)
  0%|          | 0/411 [00:00<?, ?it/s]100%|██████████| 411/411 [00:00<00:00, 11657.54it/s]
Input feature Baichuan-13B-Base-UTT ===> dim is (1, 5120)
  0%|          | 0/411 [00:00<?, ?it/s]100%|██████████| 411/411 [00:00<00:00, 15526.62it/s]
Input feature clip-vit-large-patch14-UTT ===> dim is (1, 768)
test2: sample number 412
audio feature root: /root/autodl-tmp/MERTools-master/MERBench/dataset/mer2023-dataset-process/features/chinese-hubert-large-UTT
  0%|          | 0/412 [00:00<?, ?it/s]100%|██████████| 412/412 [00:00<00:00, 14010.94it/s]
Input feature chinese-hubert-large-UTT ===> dim is (1, 1024)
  0%|          | 0/412 [00:00<?, ?it/s]100%|██████████| 412/412 [00:00<00:00, 10888.74it/s]
Input feature Baichuan-13B-Base-UTT ===> dim is (1, 5120)
  0%|          | 0/412 [00:00<?, ?it/s]100%|██████████| 412/412 [00:00<00:00, 19178.43it/s]
Input feature clip-vit-large-patch14-UTT ===> dim is (1, 768)
test3: sample number 834
audio feature root: /root/autodl-tmp/MERTools-master/MERBench/dataset/mer2023-dataset-process/features/chinese-hubert-large-UTT
  0%|          | 0/834 [00:00<?, ?it/s]100%|██████████| 834/834 [00:00<00:00, 15134.10it/s]
Input feature chinese-hubert-large-UTT ===> dim is (1, 1024)
  0%|          | 0/834 [00:00<?, ?it/s]100%|██████████| 834/834 [00:00<00:00, 11467.21it/s]
Input feature Baichuan-13B-Base-UTT ===> dim is (1, 5120)
  0%|          | 0/834 [00:00<?, ?it/s]100%|██████████| 834/834 [00:00<00:00, 15858.34it/s]
Input feature clip-vit-large-patch14-UTT ===> dim is (1, 768)
train&val folder:5; test sets:3
audio dimension: 1024; text dimension: 5120; video dimension: 768
====== Training and Evaluation =======
>>>>> Cross-validation: training on the 1 folder >>>>>
Step1: build model (each folder has its own model)
/root/miniconda3/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:60: UserWarning: The verbose parameter is deprecated. Please use get_last_lr() to access the learning rate.
  warnings.warn(
Step2: training (multiple epoches)
epoch:1; metric:emoval; train:-0.3949; eval:-0.0625; lr:0.000500
epoch:2; metric:emoval; train:0.1027; eval:0.3150; lr:0.000500
epoch:3; metric:emoval; train:0.3431; eval:0.5475; lr:0.000500
epoch:4; metric:emoval; train:0.4956; eval:0.5503; lr:0.000500
epoch:5; metric:emoval; train:0.5613; eval:0.4557; lr:0.000500
epoch:6; metric:emoval; train:0.6216; eval:0.5366; lr:0.000500
epoch:7; metric:emoval; train:0.6433; eval:0.5400; lr:0.000500
epoch:8; metric:emoval; train:0.6547; eval:0.5852; lr:0.000500
epoch:9; metric:emoval; train:0.6801; eval:0.4822; lr:0.000500
epoch:10; metric:emoval; train:0.6889; eval:0.5344; lr:0.000500
epoch:11; metric:emoval; train:0.6948; eval:0.4843; lr:0.000500
epoch:12; metric:emoval; train:0.7050; eval:0.5861; lr:0.000500
epoch:13; metric:emoval; train:0.7189; eval:0.5642; lr:0.000500
epoch:14; metric:emoval; train:0.7338; eval:0.5379; lr:0.000500
epoch:15; metric:emoval; train:0.7372; eval:0.5505; lr:0.000500
epoch:16; metric:emoval; train:0.7266; eval:0.5644; lr:0.000500
epoch:17; metric:emoval; train:0.7483; eval:0.5402; lr:0.000500
epoch:18; metric:emoval; train:0.7529; eval:0.5307; lr:0.000500
epoch:19; metric:emoval; train:0.7627; eval:0.5770; lr:0.000500
epoch:20; metric:emoval; train:0.7720; eval:0.4553; lr:0.000500
epoch:21; metric:emoval; train:0.7624; eval:0.5207; lr:0.000500
epoch:22; metric:emoval; train:0.7562; eval:0.5627; lr:0.000500
epoch:23; metric:emoval; train:0.7524; eval:0.5818; lr:0.000250
epoch:24; metric:emoval; train:0.7994; eval:0.6103; lr:0.000250
epoch:25; metric:emoval; train:0.8221; eval:0.6109; lr:0.000250
epoch:26; metric:emoval; train:0.8136; eval:0.5855; lr:0.000250
epoch:27; metric:emoval; train:0.8149; eval:0.6086; lr:0.000250
epoch:28; metric:emoval; train:0.8086; eval:0.5973; lr:0.000250
epoch:29; metric:emoval; train:0.7950; eval:0.5843; lr:0.000250
epoch:30; metric:emoval; train:0.8171; eval:0.5806; lr:0.000250
epoch:31; metric:emoval; train:0.7945; eval:0.5911; lr:0.000250
epoch:32; metric:emoval; train:0.8087; eval:0.5886; lr:0.000250
epoch:33; metric:emoval; train:0.8157; eval:0.5827; lr:0.000250
epoch:34; metric:emoval; train:0.8197; eval:0.5643; lr:0.000250
epoch:35; metric:emoval; train:0.8027; eval:0.5781; lr:0.000250
epoch:36; metric:emoval; train:0.8067; eval:0.5904; lr:0.000125
epoch:37; metric:emoval; train:0.8308; eval:0.5900; lr:0.000125
epoch:38; metric:emoval; train:0.8157; eval:0.5955; lr:0.000125
epoch:39; metric:emoval; train:0.8328; eval:0.5951; lr:0.000125
epoch:40; metric:emoval; train:0.8361; eval:0.5761; lr:0.000125
epoch:41; metric:emoval; train:0.8269; eval:0.6002; lr:0.000125
epoch:42; metric:emoval; train:0.8236; eval:0.6020; lr:0.000125
epoch:43; metric:emoval; train:0.8133; eval:0.5726; lr:0.000125
epoch:44; metric:emoval; train:0.8279; eval:0.5794; lr:0.000125
epoch:45; metric:emoval; train:0.8194; eval:0.5978; lr:0.000125
epoch:46; metric:emoval; train:0.8387; eval:0.5852; lr:0.000125
epoch:47; metric:emoval; train:0.8289; eval:0.6130; lr:0.000125
epoch:48; metric:emoval; train:0.8373; eval:0.5727; lr:0.000125
epoch:49; metric:emoval; train:0.8406; eval:0.5891; lr:0.000125
epoch:50; metric:emoval; train:0.8222; eval:0.5934; lr:0.000125
epoch:51; metric:emoval; train:0.8206; eval:0.5911; lr:0.000125
epoch:52; metric:emoval; train:0.8344; eval:0.5841; lr:0.000125
epoch:53; metric:emoval; train:0.8297; eval:0.5739; lr:0.000125
epoch:54; metric:emoval; train:0.8231; eval:0.5781; lr:0.000125
epoch:55; metric:emoval; train:0.8254; eval:0.5931; lr:0.000125
epoch:56; metric:emoval; train:0.8442; eval:0.5878; lr:0.000125
epoch:57; metric:emoval; train:0.8298; eval:0.5824; lr:0.000125
epoch:58; metric:emoval; train:0.8280; eval:0.5726; lr:0.000063
epoch:59; metric:emoval; train:0.8478; eval:0.5938; lr:0.000063
epoch:60; metric:emoval; train:0.8571; eval:0.6170; lr:0.000063
epoch:61; metric:emoval; train:0.8668; eval:0.6093; lr:0.000063
epoch:62; metric:emoval; train:0.8423; eval:0.5907; lr:0.000063
epoch:63; metric:emoval; train:0.8595; eval:0.5869; lr:0.000063
epoch:64; metric:emoval; train:0.8618; eval:0.5897; lr:0.000063
epoch:65; metric:emoval; train:0.8659; eval:0.6072; lr:0.000063
epoch:66; metric:emoval; train:0.8540; eval:0.5976; lr:0.000063
epoch:67; metric:emoval; train:0.8578; eval:0.6195; lr:0.000063
